latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.84862,26.17603,325.9,0.47,0.64,2023-02-10,1207,N,VIIRS,n,2,281.24,2.05,D,0
40.98996,23.84979,331.68,0.36,0.57,2023-02-10,1207,N,VIIRS,n,2,286.13,1.9,D,0
38.07833,21.37506,314.14,0.39,0.36,2023-02-11,0026,N,VIIRS,n,2,277,1.78,N,0
35.32176,23.63903,327.55,0.52,0.41,2023-02-11,1147,N,VIIRS,n,2,281.82,2.48,D,0
40.54396,22.64744,334.57,0.53,0.42,2023-02-11,1148,N,VIIRS,n,2,286.34,5.42,D,0
41.45689,26.35499,326.41,0.55,0.51,2023-02-11,1148,N,VIIRS,n,2,283.72,2.75,D,0
41.19767,25.47726,339.98,0.5,0.49,2023-02-11,1148,N,VIIRS,n,2,285.84,9.22,D,0
40.9932,24.2337,329.04,0.43,0.46,2023-02-11,1148,N,VIIRS,n,2,288.68,1.76,D,0
41.0584,25.46461,340.21,0.49,0.49,2023-02-11,1148,N,VIIRS,n,2,288.01,8.32,D,0
40.98978,25.34286,355.78,0.49,0.48,2023-02-11,1148,N,VIIRS,n,2,289.43,18.28,D,0
40.99023,25.3487,339.35,0.49,0.48,2023-02-11,1148,N,VIIRS,n,2,287.96,6.22,D,0
40.54782,22.30983,337.42,0.52,0.41,2023-02-11,1148,N,VIIRS,n,2,287.84,9.35,D,0
40.58009,22.61523,336.59,0.53,0.42,2023-02-11,1148,N,VIIRS,n,2,286.4,6.26,D,0
40.54784,22.64676,326.75,0.53,0.42,2023-02-11,1148,N,VIIRS,n,2,284.3,5.42,D,0
39.98697,23.98792,335.9,0.4,0.45,2023-02-11,1148,N,VIIRS,n,2,282.02,4.52,D,3
40.98791,25.33977,335.12,0.48,0.48,2023-02-11,1148,N,VIIRS,n,2,286.58,7.29,D,0
40.98839,25.3456,351.91,0.48,0.48,2023-02-11,1148,N,VIIRS,n,2,289.24,17,D,0
40.69315,22.67164,326.71,0.54,0.42,2023-02-11,1148,N,VIIRS,n,2,284.83,2.68,D,0
40.69381,22.67804,329.59,0.54,0.42,2023-02-11,1148,N,VIIRS,n,2,285.05,2.68,D,0
40.60213,22.63716,329.32,0.53,0.42,2023-02-11,1148,N,VIIRS,n,2,287.22,4.54,D,0
40.90402,26.22179,337.47,0.54,0.51,2023-02-11,1148,N,VIIRS,n,2,286.02,3.58,D,0
38.37439,24.06336,300.17,0.42,0.38,2023-02-12,0007,N,VIIRS,n,2,275.41,0.98,N,2
38.12965,23.52514,295.56,0.43,0.38,2023-02-12,0007,N,VIIRS,n,2,274.28,0.68,N,2
36.83709,22.59526,301.27,0.38,0.36,2023-02-12,1128,N,VIIRS,l,2,314.7,84.78,D,0
36.84105,22.59875,335.2,0.38,0.36,2023-02-12,1128,N,VIIRS,n,2,286.41,84.78,D,0
37.95537,21.32066,337.82,0.39,0.36,2023-02-12,1129,N,VIIRS,n,2,288.2,1.82,D,0
38.36394,22.25892,328,0.38,0.36,2023-02-12,1129,N,VIIRS,n,2,288.76,1.45,D,0
40.95226,24.57041,339.12,0.42,0.38,2023-02-12,1129,N,VIIRS,n,2,287.75,7.46,D,0
41.02702,25.50678,325.62,0.45,0.39,2023-02-12,1129,N,VIIRS,n,2,282.17,3.19,D,0
41.02766,25.5122,326.98,0.45,0.39,2023-02-12,1129,N,VIIRS,n,2,282.11,3.19,D,0
40.58511,22.75969,329.47,0.39,0.36,2023-02-12,1129,N,VIIRS,n,2,276.35,22.14,D,0
38.79264,21.06933,338.15,0.39,0.36,2023-02-12,1129,N,VIIRS,n,2,288.19,2.14,D,0
