latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
38.51896,23.01233,331.23,0.45,0.39,2022-01-18,1140,N,VIIRS,n,2,287.66,2.82,D,0
41.14985,23.31814,334.72,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,285.02,7.43,D,0
41.11608,23.28824,328.9,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,284.19,2.72,D,0
41.11862,23.31196,341.38,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,284.47,5.32,D,0
41.12209,23.3121,331.93,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,284.21,4.14,D,0
41.1157,23.28912,328.12,0.49,0.41,2022-01-18,1141,N,VIIRS,n,2,283.91,1.92,D,0
41.11835,23.31281,333.88,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,283.76,3.24,D,0
41.11615,23.36178,328.85,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,283.88,2.23,D,0
41.10338,23.31565,333.24,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,284.3,3.02,D,0
41.0749,23.36959,329.91,0.5,0.41,2022-01-18,1141,N,VIIRS,n,2,284.53,4.67,D,0
40.68489,22.75917,328.61,0.47,0.4,2022-01-18,1141,N,VIIRS,n,2,282.4,2.11,D,0
40.50269,21.32337,327.39,0.42,0.38,2022-01-18,1141,N,VIIRS,n,2,281.95,0.97,D,0
40.6305,22.80046,325.47,0.47,0.4,2022-01-18,1141,N,VIIRS,n,2,282.85,3.42,D,0
40.62621,22.79563,328.13,0.47,0.4,2022-01-18,1141,N,VIIRS,n,2,283.8,4.51,D,0
40.62686,22.80117,328.24,0.47,0.4,2022-01-18,1141,N,VIIRS,n,2,283.58,3.42,D,0
40.57016,22.76138,333.81,0.47,0.39,2022-01-18,1141,N,VIIRS,n,2,281.93,5.02,D,0
38.37275,24.06314,295.13,0.47,0.4,2022-01-19,0000,N,VIIRS,n,2,277.34,0.98,N,2
38.03814,23.50866,302,0.49,0.4,2022-01-19,0000,N,VIIRS,n,2,279.68,1.23,N,0
38.37358,24.06165,298.35,0.47,0.4,2022-01-19,0000,N,VIIRS,n,2,277.82,0.78,N,2
39.19815,22.78529,330.48,0.39,0.36,2022-01-19,1121,N,VIIRS,n,2,286.37,2.58,D,0
41.04272,23.34397,337.2,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,285.33,5.09,D,0
41.04503,23.40471,340.8,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,283.54,4.25,D,0
41.04174,23.40557,335.71,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,282.73,4.3,D,0
40.79145,22.25276,328.16,0.39,0.36,2022-01-19,1122,N,VIIRS,n,2,284.36,2.11,D,0
41.00615,24.10921,328.36,0.39,0.36,2022-01-19,1122,N,VIIRS,n,2,284.3,2.07,D,0
40.72558,23.0486,331.74,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,285.34,3.93,D,0
41.07177,23.35521,326.86,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,283.35,1.77,D,0
39.79433,20.59598,336.94,0.42,0.38,2022-01-19,1122,N,VIIRS,n,2,285.1,3.14,D,0
41.07506,23.35434,328.15,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,282.6,1.77,D,0
41.07438,23.3498,326.3,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,283.43,3.44,D,0
41.09324,23.36533,333.54,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,283,1.92,D,0
41.07369,23.34526,332.22,0.38,0.36,2022-01-19,1122,N,VIIRS,n,2,283.63,3.44,D,0
39.3532,22.98444,297.91,0.51,0.66,2022-01-20,0121,N,VIIRS,n,2,276.69,1.43,N,2
38.03905,23.5131,300.18,0.59,0.7,2022-01-20,0121,N,VIIRS,n,2,278.21,2.86,N,0
39.35371,22.98476,297.95,0.51,0.66,2022-01-20,0121,N,VIIRS,n,2,275.93,1.11,N,2
39.08437,22.23138,329.84,0.57,0.43,2022-01-20,1103,N,VIIRS,n,2,288.99,4.15,D,0
41.07978,23.37862,329.32,0.47,0.4,2022-01-20,1103,N,VIIRS,n,2,280.54,2.86,D,0
41.07436,23.35099,326.19,0.47,0.4,2022-01-20,1103,N,VIIRS,n,2,283.56,2.26,D,0
38.00961,23.8379,299.91,0.35,0.57,2022-01-21,0102,N,VIIRS,n,2,276.61,0.53,N,0
37.91824,23.07323,297.75,0.32,0.55,2022-01-21,0102,N,VIIRS,n,2,281.55,0.73,N,2
38.03847,23.51413,306.92,0.34,0.56,2022-01-21,0102,N,VIIRS,n,2,281.39,1.38,N,0
37.00808,25.55894,325.51,0.5,0.49,2022-01-21,1043,N,VIIRS,n,2,286.56,2.9,D,0
40.65581,22.69674,330.65,0.57,0.52,2022-01-21,1044,N,VIIRS,n,2,280.09,4.97,D,0
40.5838,22.82518,348.27,0.48,0.65,2022-01-22,1025,N,VIIRS,n,2,279.67,5.75,D,0
40.50782,22.58946,325.4,0.5,0.65,2022-01-22,1025,N,VIIRS,n,2,278.05,2.44,D,0
40.58542,22.82101,334.38,0.48,0.65,2022-01-22,1026,N,VIIRS,n,2,278.15,3.84,D,0
40.94882,25.33648,330.27,0.43,0.62,2022-01-22,1206,N,VIIRS,n,2,278.49,2.39,D,0
38.03623,23.51246,295.17,0.4,0.37,2022-01-23,0025,N,VIIRS,n,2,280.21,1.16,N,3
39.16828,22.83892,305.6,0.39,0.36,2022-01-23,0025,N,VIIRS,n,2,271.73,0.73,N,2
38.12944,23.52587,297.36,0.4,0.37,2022-01-23,0025,N,VIIRS,n,2,272.83,0.7,N,2
39.35522,22.98705,295.85,0.39,0.36,2022-01-23,0025,N,VIIRS,n,2,273.75,0.64,N,2
40.5818,22.7728,331.79,0.54,0.42,2022-01-23,1147,N,VIIRS,n,2,282.48,10.69,D,0
41.09756,23.36828,327.24,0.39,0.44,2022-01-23,1147,N,VIIRS,n,2,279.32,1.66,D,0
41.0829,23.38689,327.49,0.39,0.44,2022-01-23,1147,N,VIIRS,n,2,280.45,1.33,D,0
41.07748,23.37355,340.97,0.39,0.44,2022-01-23,1147,N,VIIRS,n,2,281.05,5.12,D,0
41.07207,23.36021,338.41,0.39,0.44,2022-01-23,1147,N,VIIRS,n,2,280.46,3.71,D,0
41.03252,23.41895,333.46,0.39,0.44,2022-01-23,1147,N,VIIRS,n,2,280.02,1.98,D,0
38.12809,23.52477,295.94,0.43,0.38,2022-01-24,0006,N,VIIRS,n,2,272.38,0.68,N,2
40.76391,22.27638,329.16,0.39,0.36,2022-01-24,1128,N,VIIRS,n,2,276.39,4.42,D,0
41.0765,23.57916,330.01,0.4,0.37,2022-01-24,1128,N,VIIRS,n,2,278.4,2.13,D,0
37.60695,21.52032,328.67,0.56,0.43,2022-01-25,1108,N,VIIRS,n,2,285.13,3.8,D,0
37.86469,20.65563,333.02,0.4,0.44,2022-01-25,1108,N,VIIRS,n,2,280.87,2.47,D,0
40.58752,22.74716,331.06,0.45,0.39,2022-01-25,1109,N,VIIRS,n,2,279.18,4.29,D,0
40.62871,22.65953,344.64,0.45,0.39,2022-01-25,1109,N,VIIRS,n,2,279.71,6.44,D,0
41.07094,23.35082,327.8,0.42,0.38,2022-01-25,1109,N,VIIRS,n,2,278.01,1.23,D,0
41.10713,23.39176,327.77,0.42,0.38,2022-01-25,1109,N,VIIRS,n,2,278.6,5.76,D,0
40.5943,22.84363,338.7,0.44,0.39,2022-01-25,1109,N,VIIRS,n,2,278.91,5.62,D,0
38.03533,23.5081,301.92,0.42,0.61,2022-01-25,2328,N,VIIRS,n,2,276.29,1.74,N,3
39.16518,22.84595,295.34,0.35,0.57,2022-01-26,0108,N,VIIRS,n,2,267.41,0.87,N,0
40.63131,22.82081,338.7,0.47,0.48,2022-01-26,1050,N,VIIRS,n,2,283.26,4.4,D,0
41.08301,23.33974,333.79,0.43,0.46,2022-01-26,1050,N,VIIRS,n,2,279.97,3.45,D,0
41.05,23.45049,326.08,0.43,0.46,2022-01-26,1050,N,VIIRS,n,2,278.13,2.13,D,0
40.68034,22.73312,331.14,0.47,0.48,2022-01-26,1050,N,VIIRS,n,2,278.85,3.48,D,0
40.62199,22.69952,343.35,0.48,0.48,2022-01-26,1050,N,VIIRS,n,2,285.6,12.6,D,0
40.63556,22.81912,338.57,0.47,0.48,2022-01-26,1050,N,VIIRS,n,2,283.68,3.41,D,0
40.5668,22.64322,333.85,0.48,0.48,2022-01-26,1050,N,VIIRS,n,2,277.95,3.24,D,0
40.46975,23.32608,326.92,0.45,0.47,2022-01-26,1050,N,VIIRS,n,2,279.23,2.77,D,0
40.92604,22.08529,335.78,0.62,0.71,2022-01-26,1231,N,VIIRS,n,2,276.25,4.92,D,0
40.92373,22.0872,326.88,0.62,0.71,2022-01-26,1231,N,VIIRS,n,2,275.24,5.81,D,0
39.35426,22.98306,299.09,0.41,0.45,2022-01-27,0049,N,VIIRS,n,2,276.24,0.72,N,2
39.38865,22.80629,295.56,0.4,0.44,2022-01-27,0049,N,VIIRS,n,2,268.73,0.68,N,0
36.99429,22.46115,336.75,0.43,0.46,2022-01-27,0050,N,VIIRS,n,2,271.58,5.18,N,0
38.50638,21.16395,326.19,0.56,0.68,2022-01-27,1031,N,VIIRS,n,2,283.31,3.91,D,0
39.28931,20.5363,350.37,0.56,0.51,2022-01-27,1212,N,VIIRS,n,2,288.97,28.01,D,0
39.24405,20.50869,349.47,0.56,0.51,2022-01-27,1212,N,VIIRS,n,2,287.23,8.41,D,0
39.24403,20.51013,343.17,0.56,0.51,2022-01-27,1212,N,VIIRS,n,2,287.63,8.5,D,0
38.03559,23.51266,296.21,0.43,0.38,2022-01-28,0031,N,VIIRS,n,2,279.14,1.3,N,3
39.35439,22.98725,296.41,0.41,0.37,2022-01-28,0031,N,VIIRS,n,2,273.13,0.87,N,2
38.03905,23.51365,300.24,0.43,0.38,2022-01-28,0031,N,VIIRS,n,2,280.05,1.15,N,0
37.79136,21.29017,332.05,0.51,0.41,2022-01-28,1152,N,VIIRS,n,2,282.24,5.55,D,0
40.60839,22.75834,339.27,0.43,0.46,2022-01-28,1153,N,VIIRS,n,2,286.14,4.61,D,0
39.81853,25.17777,339.55,0.56,0.51,2022-01-28,1153,N,VIIRS,n,2,288.13,9.73,D,0
39.81886,25.18298,335.99,0.56,0.51,2022-01-28,1153,N,VIIRS,n,2,285.16,8.71,D,0
39.1296,20.94173,330.46,0.51,0.41,2022-01-28,1153,N,VIIRS,n,2,285.15,3.82,D,0
41.13613,23.29007,328.6,0.46,0.47,2022-01-28,1153,N,VIIRS,n,2,286.08,2.36,D,0
41.13617,23.28776,327.83,0.46,0.47,2022-01-28,1153,N,VIIRS,n,2,286.29,3.28,D,0
39.81841,25.17654,337.46,0.56,0.51,2022-01-28,1153,N,VIIRS,n,2,286.52,8.71,D,0
38.37485,24.06204,298.88,0.39,0.36,2022-01-29,0012,N,VIIRS,n,2,276.79,0.88,N,2
38.03865,23.51225,295.67,0.4,0.37,2022-01-29,0012,N,VIIRS,n,2,267.94,0.99,N,0
41.11281,23.36841,343.81,0.44,0.38,2022-01-29,1134,N,VIIRS,n,2,279.01,5.66,D,0
41.08855,22.23937,329.18,0.41,0.37,2022-01-29,1134,N,VIIRS,n,2,284.44,1.4,D,0
40.91014,23.79869,326.06,0.45,0.39,2022-01-29,1134,N,VIIRS,n,2,276.7,1.33,D,0
40.28318,23.44553,302.64,0.42,0.45,2022-01-29,2353,N,VIIRS,n,2,274.17,0.97,N,2
41.08723,23.37166,328.74,0.39,0.36,2022-01-30,1115,N,VIIRS,n,2,285.64,2.22,D,0
40.65178,22.77333,341.33,0.4,0.37,2022-01-30,1115,N,VIIRS,n,2,288.1,8.9,D,0
40.65513,22.77233,343.74,0.4,0.37,2022-01-30,1115,N,VIIRS,n,2,288.81,20.78,D,0
39.19374,20.91585,328.77,0.48,0.4,2022-01-30,1115,N,VIIRS,n,2,288.61,2.58,D,0
39.64047,22.28573,328.72,0.42,0.38,2022-01-30,1115,N,VIIRS,n,2,288.15,1.92,D,0
40.58185,22.65472,330.4,0.41,0.37,2022-01-30,1115,N,VIIRS,n,2,285.73,3.11,D,0
41.00518,22.08475,325.98,0.42,0.37,2022-01-30,1115,N,VIIRS,n,2,286.93,2.28,D,0
41.13504,23.27224,328.58,0.39,0.36,2022-01-30,1115,N,VIIRS,n,2,284.32,2.45,D,0
40.65395,22.66319,341.88,0.41,0.37,2022-01-30,1115,N,VIIRS,n,2,285.41,3.63,D,0
40.5674,21.64038,340.64,0.43,0.38,2022-01-30,1115,N,VIIRS,n,2,285.9,6.1,D,0
40.66452,21.72926,330.81,0.43,0.38,2022-01-30,1115,N,VIIRS,n,2,285.59,1.89,D,0
41.03989,23.39981,334.76,0.39,0.36,2022-01-30,1115,N,VIIRS,n,2,282.15,4.28,D,0
41.08112,23.39761,329.64,0.39,0.36,2022-01-30,1115,N,VIIRS,n,2,286.01,2.02,D,0
39.3552,22.98513,303.93,0.42,0.61,2022-01-31,0114,N,VIIRS,n,2,278.12,1.39,N,2
39.16994,22.84301,296.7,0.42,0.61,2022-01-31,0114,N,VIIRS,n,2,274.35,0.98,N,2
41.03451,24.20179,329.01,0.51,0.41,2022-01-31,1056,N,VIIRS,n,2,287.78,1.96,D,0
40.93567,23.72131,326.6,0.54,0.42,2022-01-31,1056,N,VIIRS,n,2,285.32,7.72,D,0
40.68685,22.67725,337.87,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,282.78,2.88,D,0
40.68788,22.67886,337.75,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,283.24,3.13,D,0
40.6829,22.67569,331.05,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,283.79,1.73,D,0
40.65903,22.68462,341.32,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,285.96,4.68,D,0
40.65308,22.69687,348.47,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,287.44,4.67,D,0
40.63394,22.62846,340.89,0.4,0.45,2022-01-31,1056,N,VIIRS,n,2,285.11,4.07,D,0
40.65212,22.71226,342.84,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,285.38,5.98,D,0
40.62994,22.62995,332.64,0.4,0.45,2022-01-31,1056,N,VIIRS,n,2,284.6,4.28,D,0
40.62595,22.63144,332.39,0.4,0.45,2022-01-31,1056,N,VIIRS,n,2,285.77,4.28,D,0
40.6189,22.61888,330.23,0.41,0.45,2022-01-31,1056,N,VIIRS,n,2,283.91,2.54,D,0
40.59545,22.7283,343.13,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,285.68,8.3,D,0
40.60061,22.77135,332.68,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,282.39,2.84,D,0
40.58546,22.722,326.64,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,283.51,1.7,D,0
40.58648,22.72663,326.72,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,284.74,2.94,D,0
40.58733,22.72481,326.03,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,283.7,2.79,D,0
40.58634,22.74021,339.05,0.4,0.44,2022-01-31,1056,N,VIIRS,n,2,285.34,2.37,D,0
40.52848,22.69142,339.13,0.4,0.45,2022-01-31,1056,N,VIIRS,n,2,285.06,3.5,D,3
41.10054,25.54415,329.72,0.45,0.39,2022-01-31,1056,N,VIIRS,n,2,289.48,2.86,D,0
40.05305,22.10622,336.9,0.44,0.46,2022-01-31,1056,N,VIIRS,n,2,290.26,4.69,D,0
41.07687,23.32,325.39,0.55,0.43,2022-01-31,1057,N,VIIRS,n,2,288.44,3.84,D,0
41.0807,23.3186,326,0.55,0.43,2022-01-31,1057,N,VIIRS,n,2,287.99,3.65,D,0
41.53724,26.22142,327.63,0.43,0.38,2022-01-31,1057,N,VIIRS,n,2,286.74,2.4,D,0
41.0692,23.3228,329.95,0.55,0.43,2022-01-31,1057,N,VIIRS,n,2,287.97,15.21,D,0
41.12039,23.31106,329.24,0.55,0.43,2022-01-31,1057,N,VIIRS,n,2,288.26,3.25,D,0
41.07167,23.31496,329.35,0.55,0.43,2022-01-31,1057,N,VIIRS,n,2,288.36,3.84,D,0
40.69014,22.6793,337.18,0.79,0.78,2022-01-31,1237,N,VIIRS,n,2,286.72,8.2,D,0
40.63869,22.62888,336.64,0.79,0.78,2022-01-31,1237,N,VIIRS,n,2,287.36,5.61,D,0
40.63856,22.63103,345.85,0.79,0.78,2022-01-31,1237,N,VIIRS,n,2,287.65,9.05,D,0
40.65327,22.67848,338.01,0.79,0.78,2022-01-31,1237,N,VIIRS,n,2,286.53,8.12,D,0
40.35463,22.5766,335.6,0.45,0.39,2022-02-03,1140,N,VIIRS,n,2,286.55,3.32,D,0
40.68153,22.73704,334.06,0.39,0.36,2022-02-04,1121,N,VIIRS,n,2,290.47,7.43,D,0
37.51094,22.50727,337.13,0.4,0.37,2022-02-04,1121,N,VIIRS,n,2,286.56,4.11,D,0
39.22109,23.19713,328.64,0.39,0.36,2022-02-04,1121,N,VIIRS,n,2,283.61,1.99,D,0
40.69991,22.882,295.31,0.33,0.55,2022-02-04,2340,N,VIIRS,n,2,270.91,0.54,N,0
40.66475,22.86472,299.75,0.33,0.55,2022-02-04,2340,N,VIIRS,n,2,268.57,0.3,N,0
39.35474,22.98659,297.64,0.51,0.66,2022-02-05,0120,N,VIIRS,n,2,275.78,1.14,N,2
41.0861,23.39889,328.87,0.47,0.4,2022-02-05,1103,N,VIIRS,n,2,286.69,2.38,D,0
40.65305,22.73201,329.28,0.51,0.41,2022-02-05,1103,N,VIIRS,n,2,286.27,3.7,D,0
38.48605,26.1065,336.34,0.43,0.46,2022-02-06,1043,N,VIIRS,n,2,287.44,3.35,D,0
40.61779,22.71986,336.79,0.57,0.52,2022-02-06,1044,N,VIIRS,n,2,288.04,7,D,0
40.57793,22.765,327.42,0.57,0.52,2022-02-06,1044,N,VIIRS,n,2,288.61,4.05,D,0
40.68516,22.72563,325.52,0.57,0.52,2022-02-06,1044,N,VIIRS,n,2,288.54,3.08,D,0
41.00643,25.31631,340.69,0.42,0.45,2022-02-06,1044,N,VIIRS,n,2,286.07,4.25,D,0
40.84751,26.13217,337.62,0.39,0.44,2022-02-06,1044,N,VIIRS,n,2,287.12,8,D,0
40.6123,22.6568,334.59,0.57,0.52,2022-02-06,1044,N,VIIRS,n,2,287.08,4.71,D,0
40.59247,22.67978,338.02,0.57,0.52,2022-02-06,1044,N,VIIRS,n,2,290.16,7.14,D,0
40.69164,22.63368,339.49,0.54,0.68,2022-02-06,1225,N,VIIRS,n,2,289.98,8.56,D,0
39.38681,22.81007,295.88,0.51,0.41,2022-02-07,0043,N,VIIRS,n,2,275.31,1.74,N,2
37.1994,24.48414,327.89,0.36,0.57,2022-02-07,1205,N,VIIRS,n,2,285.82,2.67,D,0
37.91809,23.07531,296.65,0.39,0.36,2022-02-08,0025,N,VIIRS,n,2,284.46,0.66,N,2
36.57423,23.0197,332.51,0.38,0.36,2022-02-09,1127,N,VIIRS,n,2,287.91,2.41,D,0
37.01202,21.95765,326.8,0.39,0.36,2022-02-09,1127,N,VIIRS,n,2,288.56,1.69,D,0
40.58418,22.75575,334.34,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,290.09,4.59,D,0
40.7114,22.62615,329.7,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,287.41,3.86,D,0
40.58749,22.75493,352.06,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,290.77,4.59,D,0
40.57297,22.72543,332.56,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,288.59,6.42,D,0
40.71206,22.63072,330.78,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,287.78,3.86,D,0
40.70611,22.63694,330.36,0.39,0.36,2022-02-09,1128,N,VIIRS,n,2,289.64,26.01,D,0
